Mod:Item:MetaData, Localized Name
TConstruct:materials:32, Алюмитовый самородок
TConstruct:materials:33, Стальной самородок
TConstruct:materials:34, Слиток свиного железа
TConstruct:materials:35, Тарелка свиного железа
TConstruct:materials:36, Шарик клея
TConstruct:materials:37, Обожжённый кирпич
TConstruct:materials:38, Ардитовая пыль
TConstruct:materials:39, Кобальтовая пыль
TConstruct:materials:40, Алюминиевая пыль
TConstruct:materials:41, Мануллиновая пыль
TConstruct:materials:42, Пыль алюминиевой латуни
TConstruct:materials:43, Укрепитель
TConstruct:woodPattern:1, Схема стержня
TConstruct:woodPattern:2, Схема обуха кирки
TConstruct:woodPattern:3, Схема штыка лопаты
TConstruct:woodPattern:4, Схема обуха топора
TConstruct:woodPattern:5, Схема лезвия меча
TConstruct:woodPattern:6, Схема широкой гарды
TConstruct:woodPattern:7, Схема малой гарды
TConstruct:woodPattern:8, Схема поперечной гарды
TConstruct:woodPattern:9, Схема крепления
TConstruct:woodPattern:10, Схема сковороды
TConstruct:woodPattern:11, Схема широкой таблички
TConstruct:woodPattern:12, Схема лезвия ножа
TConstruct:woodPattern:13, Схема лезвия стамески
TConstruct:woodPattern:14, Схема прочного стержня
TConstruct:woodPattern:15, Схема прочного крепления
TConstruct:woodPattern:16, Схема большой пластины
TConstruct:woodPattern:17, Схема большого обуха топора
TConstruct:woodPattern:18, Схема лезвия косы
TConstruct:woodPattern:19, Схема пластины копалки
TConstruct:woodPattern:20, Схема большого лезвия
TConstruct:woodPattern:21, Схема бойка молота
TConstruct:woodPattern:22, Схема полной гарды
TConstruct:woodPattern:23, Схема тетивы
TConstruct:woodPattern:24, Схема оперения
TConstruct:woodPattern:25, Схема наконечника стрелы
TConstruct:manualBook:0, Материалы и Вы: Том 1
TConstruct:manualBook:1, Материалы и Вы: Том 2
TConstruct:manualBook:2, Могучая металлургия
TConstruct:manualBook:3, Дневник инженера
TConstruct:manualBook:4, Вооружение инженера
TConstruct:pickaxe, Кирка
TConstruct:shovel, Лопата
TConstruct:hatchet, Топорик
TConstruct:broadsword, Палаш
TConstruct:longsword, Полуторный меч
TConstruct:rapier, Рапира
TConstruct:dagger, Кинжал
TConstruct:cutlass, Сабля
TConstruct:frypan, Сковорода
TConstruct:battlesign, Боевая табличка
TConstruct:mattock, Мотыготопор
TConstruct:chisel, Стамеска
TConstruct:lumberaxe, Большой топор
TConstruct:cleaver, Тесак
TConstruct:scythe, Коса
TConstruct:excavator, Копалка
TConstruct:hammer, Молот
TConstruct:battleaxe, Боевой топор
TConstruct:potionLauncher, Метатель зелий
TConstruct:toolRod:0, Деревянный стержень
TConstruct:toolRod:1, Каменный стержень
TConstruct:toolRod:2, Железный стержень
TConstruct:toolRod:3, Кремниевый стержень
TConstruct:toolRod:4, Кактусовый стержень
TConstruct:toolRod:5, Костяной стержень
TConstruct:toolRod:6, Обсидиановый стержень
TConstruct:toolRod:7, Стержень из камня Нижнего мира
TConstruct:toolRod:8, Слизневый стержень
TConstruct:toolRod:9, Бумажный стержень
TConstruct:toolRod:10, Кобальтовый стержень
TConstruct:toolRod:11, Ардитовый стержень
TConstruct:toolRod:12, Мануллиновый стержень
TConstruct:toolRod:13, Медный стержень
TConstruct:toolRod:14, Бронзовый стержень
TConstruct:toolRod:15, Алюмитовый стержень
TConstruct:toolRod:16, Стальной стержень
TConstruct:toolRod:17, Стержень из синей слизи
TConstruct:toolRod:18, Стержень из свиного железа
TConstruct:toolShard:1, Каменный осколок
TConstruct:toolShard:3, Кремниевый осколок
TConstruct:toolShard:4, Кактусовый осколок
TConstruct:toolShard:6, Обсидиановый осколок
TConstruct:toolShard:7, Осколок камня Нижнего мира
TConstruct:toolShard:8, Слизневый осколок
TConstruct:toolShard:17, Осколок синей слизи
TConstruct:pickaxeHead:0, Деревянный обух кирки
TConstruct:pickaxeHead:1, Каменный обух кирки
TConstruct:pickaxeHead:2, Железный обух кирки
TConstruct:pickaxeHead:3, Кремниевый обух кирки
TConstruct:pickaxeHead:4, Кактусовый обух кирки
TConstruct:pickaxeHead:5, Костяной обух кирки
TConstruct:pickaxeHead:6, Обсидиановый обух кирки
TConstruct:pickaxeHead:7, Обух кирки из камня Нижнего мира
TConstruct:pickaxeHead:8, Слизневый обух кирки
TConstruct:pickaxeHead:9, Бумажный обух кирки
TConstruct:pickaxeHead:10, Кобальтовый обух кирки
TConstruct:pickaxeHead:11, Ардитовый обух кирки
TConstruct:pickaxeHead:12, Мануллиновый обух кирки
TConstruct:pickaxeHead:13, Медный обух кирки
TConstruct:pickaxeHead:14, Бронзовый обух кирки
TConstruct:pickaxeHead:15, Алюмитовый обух кирки
TConstruct:pickaxeHead:16, Стальной обух кирки
TConstruct:pickaxeHead:17, Обух кирки из синей слизи
TConstruct:pickaxeHead:18, Обух кирки из свиного железа
TConstruct:shovelHead:0, Деревянный штык лопаты
TConstruct:shovelHead:1, Каменный штык лопаты
TConstruct:shovelHead:2, Железный штык лопаты
TConstruct:shovelHead:3, Кремниевый штык лопаты
TConstruct:shovelHead:4, Кактусовый штык лопаты
TConstruct:shovelHead:5, Костяной штык лопаты
TConstruct:shovelHead:6, Обсидиановый штык лопаты
TConstruct:shovelHead:7, Штык лопаты из камня Нижнего мира
TConstruct:shovelHead:8, Слизневый штык лопаты
TConstruct:shovelHead:9, Бумажный штык лопаты
TConstruct:shovelHead:10, Кобальтовый штык лопаты
TConstruct:shovelHead:11, Ардитовый штык лопаты
TConstruct:shovelHead:12, Мануллиновый штык лопаты
TConstruct:shovelHead:13, Медный штык лопаты
TConstruct:shovelHead:14, Бронзовый штык лопаты
TConstruct:shovelHead:15, Алюмитовый штык лопаты
TConstruct:shovelHead:16, Стальной штык лопаты
TConstruct:shovelHead:17, Штык лопаты из синей слизи
TConstruct:shovelHead:18, Штык лопаты из свиного железа
TConstruct:hatchetHead:0, Деревянный обух топора
TConstruct:hatchetHead:1, Каменный обух топора
TConstruct:hatchetHead:2, Железный обух топора
TConstruct:hatchetHead:3, Кремниевый обух топора
TConstruct:hatchetHead:4, Кактусовый обух топора
TConstruct:hatchetHead:5, Костяной обух топора
TConstruct:hatchetHead:6, Обсидиановый обух топора
TConstruct:hatchetHead:7, Обух топора из камня Нижнего мира
TConstruct:hatchetHead:8, Слизневый обух топора
TConstruct:hatchetHead:9, Бумажный обух топора
TConstruct:hatchetHead:10, Кобальтовый обух топора
TConstruct:hatchetHead:11, Ардитовый обух топора
TConstruct:hatchetHead:12, Мануллиновый обух топора
TConstruct:hatchetHead:13, Медный обух топора
TConstruct:hatchetHead:14, Бронзовый обух топора
TConstruct:hatchetHead:15, Алюмитовый обух топора
TConstruct:hatchetHead:16, Стальной обух топора
TConstruct:hatchetHead:17, Обух топора из синей слизи
TConstruct:hatchetHead:18, Обух топора из свиного железа
TConstruct:binding:0, Деревянное крепление
TConstruct:binding:1, Каменное крепление
TConstruct:binding:2, Железное крепление
TConstruct:binding:3, Кремниевое крепление
TConstruct:binding:4, Кактусовое крепление
TConstruct:binding:5, Костяное крепление
TConstruct:binding:6, Обсидиановое крепление
TConstruct:binding:7, Крепление из камня Нижнего мира
TConstruct:binding:8, Слизневое крепление
TConstruct:binding:9, Бумажное крепление
TConstruct:binding:10, Кобальтовое крепление
TConstruct:binding:11, Ардитовое крепление
TConstruct:binding:12, Мануллиновое крепление
TConstruct:binding:13, Медное крепление
TConstruct:binding:14, Бронзовое крепление
TConstruct:binding:15, Алюмитовое крепление
TConstruct:binding:16, Стальное крепление
TConstruct:binding:17, Крепление из синей слизи
TConstruct:binding:18, Крепление из свиного железа
TConstruct:toughBinding:0, Деревянное прочное крепление
TConstruct:toughBinding:1, Каменное прочное крепление
TConstruct:toughBinding:2, Железное прочное крепление
TConstruct:toughBinding:3, Кремниевое прочное крепление
TConstruct:toughBinding:4, Кактусовое прочное крепление
TConstruct:toughBinding:5, Костяное прочное крепление
TConstruct:toughBinding:6, Обсидиановое прочное крепление
TConstruct:toughBinding:7, Прочное крепление из камня Нижнего мира
TConstruct:toughBinding:8, Слизневое прочное крепление
TConstruct:toughBinding:9, Бумажное прочное крепление
TConstruct:toughBinding:10, Кобальтовое прочное крепление
TConstruct:toughBinding:11, Ардитовое прочное крепление
TConstruct:toughBinding:12, Мануллиновое прочное крепление
TConstruct:toughBinding:13, Медное прочное крепление
TConstruct:toughBinding:14, Бронзовое прочное крепление
TConstruct:toughBinding:15, Алюмитовое прочное крепление
TConstruct:toughBinding:16, Стальное прочное крепление
TConstruct:toughBinding:17, Прочное крепление из синей слизи
TConstruct:toughBinding:18, Прочное крепление из свиного железа
TConstruct:toughRod:0, Деревянный прочный стержень
TConstruct:toughRod:1, Каменный прочный стержень
TConstruct:toughRod:2, Железный прочный стержень
TConstruct:toughRod:3, Кремниевый прочный стержень
TConstruct:toughRod:4, Кактусовый прочный стержень
TConstruct:toughRod:5, Костяной прочный стержень
TConstruct:toughRod:6, Обсидиановый прочный стержень
TConstruct:toughRod:7, Прочный стержень из камня Нижнего мира
TConstruct:toughRod:8, Слизневый прочный стержень
TConstruct:toughRod:9, Бумажный прочный стержень
TConstruct:toughRod:10, Кобальтовый прочный стержень
TConstruct:toughRod:11, Ардитовый прочный стержень
TConstruct:toughRod:12, Мануллиновый прочный стержень
TConstruct:toughRod:13, Медный прочный стержень
TConstruct:toughRod:14, Бронзовый прочный стержень
TConstruct:toughRod:15, Алюмитовый прочный стержень
TConstruct:toughRod:16, Стальной прочный стержень
TConstruct:toughRod:17, Прочный стержень из синей слизи
TConstruct:toughRod:18, Прочный стержень из свиного железа
TConstruct:heavyPlate:0, Деревянная большая пластина
TConstruct:heavyPlate:1, Каменная большая пластина
TConstruct:heavyPlate:2, Железная большая пластина
TConstruct:heavyPlate:3, Кремниевая большая пластина
TConstruct:heavyPlate:4, Кактусовая большая пластина
TConstruct:heavyPlate:5, Костяная большая пластина
TConstruct:heavyPlate:6, Обсидиановая большая пластина
TConstruct:heavyPlate:7, Большая пластина из камня Нижнего мира
TConstruct:heavyPlate:8, Слизневая большая пластина
TConstruct:heavyPlate:9, Бумажная большая пластина
TConstruct:heavyPlate:10, Кобальтовая большая пластина
TConstruct:heavyPlate:11, Ардитовая большая пластина
TConstruct:heavyPlate:12, Мануллиновая большая пластина
TConstruct:heavyPlate:13, Медная большая пластина
TConstruct:heavyPlate:14, Бронзовая большая пластина
TConstruct:heavyPlate:15, Алюмитовая большая пластина
TConstruct:heavyPlate:16, Стальная большая пластина
TConstruct:heavyPlate:17, Большая пластина из синей слизи
TConstruct:heavyPlate:18, Большая пластина из свиного железа
TConstruct:swordBlade:0, Деревянное лезвие меча
TConstruct:swordBlade:1, Каменное лезвие меча
TConstruct:swordBlade:2, Железное лезвие меча
TConstruct:swordBlade:3, Кремниевое лезвие меча
TConstruct:swordBlade:4, Кактусовое лезвие меча
TConstruct:swordBlade:5, Костяное лезвие меча
TConstruct:swordBlade:6, Обсидиановое лезвие меча
TConstruct:swordBlade:7, Лезвие меча из камня Нижнего мира
TConstruct:swordBlade:8, Слизневое лезвие меча
TConstruct:swordBlade:9, Бумажное лезвие меча
TConstruct:swordBlade:10, Кобальтовое лезвие меча
TConstruct:swordBlade:11, Ардитовое лезвие меча
TConstruct:swordBlade:12, Мануллиновое лезвие меча
TConstruct:swordBlade:13, Медное лезвие меча
TConstruct:swordBlade:14, Бронзовое лезвие меча
TConstruct:swordBlade:15, Алюмитовое лезвие меча
TConstruct:swordBlade:16, Стальное лезвие меча
TConstruct:swordBlade:17, Лезвие меча из синей слизи
TConstruct:swordBlade:18, Лезвие меча из свиного железа
TConstruct:wideGuard:0, Деревянная широкая гарда
TConstruct:wideGuard:1, Каменная широкая гарда
TConstruct:wideGuard:2, Железная широкая гарда
TConstruct:wideGuard:3, Кремниевая широкая гарда
TConstruct:wideGuard:4, Кактусовая широкая гарда
TConstruct:wideGuard:5, Костяная широкая гарда
TConstruct:wideGuard:6, Обсидиановая широкая гарда
TConstruct:wideGuard:7, Широкая гарда из камня Нижнего мира
TConstruct:wideGuard:8, Слизневая широкая гарда
TConstruct:wideGuard:9, Бумажная широкая гарда
TConstruct:wideGuard:10, Кобальтовая широкая гарда
TConstruct:wideGuard:11, Ардитовая широкая гарда
TConstruct:wideGuard:12, Мануллиновая широкая гарда
TConstruct:wideGuard:13, Медная широкая гарда
TConstruct:wideGuard:14, Бронзовая широкая гарда
TConstruct:wideGuard:15, Алюмитовая широкая гарда
TConstruct:wideGuard:16, Стальная широкая гарда
TConstruct:wideGuard:17, Широкая гарда из синей слизи
TConstruct:wideGuard:18, Широкая гарда из свиного железа
TConstruct:handGuard:0, Деревянная малая гарда
TConstruct:handGuard:1, Каменная малая гарда
TConstruct:handGuard:2, Железная малая гарда
TConstruct:handGuard:3, Кремниевая малая гарда
TConstruct:handGuard:4, Кактусовая малая гарда
TConstruct:handGuard:5, Костяная малая гарда
TConstruct:handGuard:6, Обсидиановая малая гарда
TConstruct:handGuard:7, Малая гарда из камня Нижнего мира
TConstruct:handGuard:8, Слизневая малая гарда
TConstruct:handGuard:9, Бумажная малая гарда
TConstruct:handGuard:10, Кобальтовая малая гарда
TConstruct:handGuard:11, Ардитовая малая гарда
TConstruct:handGuard:12, Мануллиновая малая гарда
TConstruct:handGuard:13, Медная малая гарда
TConstruct:handGuard:14, Бронзовая малая гарда
TConstruct:handGuard:15, Алюмитовая малая гарда
TConstruct:handGuard:16, Стальная малая гарда
TConstruct:handGuard:17, Малая гарда из синей слизи
TConstruct:handGuard:18, Малая гарда из свиного железа
TConstruct:crossbar:0, Деревянная поперечная гарда
TConstruct:crossbar:1, Каменная поперечная гарда
TConstruct:crossbar:2, Железная поперечная гарда
TConstruct:crossbar:3, Кремниевая поперечная гарда
TConstruct:crossbar:4, Кактусовая поперечная гарда
TConstruct:crossbar:5, Костяная поперечная гарда
TConstruct:crossbar:6, Обсидиановая поперечная гарда
TConstruct:crossbar:7, Поперечная гарда из камня Нижнего мира
TConstruct:crossbar:8, Слизневая поперечная гарда
TConstruct:crossbar:9, Бумажная поперечная гарда
TConstruct:crossbar:10, Кобальтовая поперечная гарда
TConstruct:crossbar:11, Ардитовая поперечная гарда
TConstruct:crossbar:12, Мануллиновая поперечная гарда
TConstruct:crossbar:13, Медная поперечная гарда
TConstruct:crossbar:14, Бронзовая поперечная гарда
TConstruct:crossbar:15, Алюмитовая поперечная гарда
TConstruct:crossbar:16, Стальная поперечная гарда
TConstruct:crossbar:17, Поперечная гарда из синей слизи
TConstruct:crossbar:18, Поперечная гарда из свиного железа
TConstruct:knifeBlade:0, Деревянное лезвие ножа
TConstruct:knifeBlade:1, Каменное лезвие ножа
TConstruct:knifeBlade:2, Железное лезвие ножа
TConstruct:knifeBlade:3, Кремниевое лезвие ножа
TConstruct:knifeBlade:4, Кактусовое лезвие ножа
TConstruct:knifeBlade:5, Костяное лезвие ножа
TConstruct:knifeBlade:6, Обсидиановое лезвие ножа
TConstruct:knifeBlade:7, Лезвие ножа из камня Нижнего мира
TConstruct:knifeBlade:8, Слизневое лезвие ножа
TConstruct:knifeBlade:9, Бумажное лезвие ножа
TConstruct:knifeBlade:10, Кобальтовое лезвие ножа
TConstruct:knifeBlade:11, Ардитовое лезвие ножа
TConstruct:knifeBlade:12, Мануллиновое лезвие ножа
TConstruct:knifeBlade:13, Медное лезвие ножа
TConstruct:knifeBlade:14, Бронзовое лезвие ножа
TConstruct:knifeBlade:15, Алюмитовое лезвие ножа
TConstruct:knifeBlade:16, Стальное лезвие ножа
TConstruct:knifeBlade:17, Лезвие ножа из синей слизи
TConstruct:knifeBlade:18, Лезвие ножа из свиного железа
TConstruct:frypanHead:0, Деревянная сковорода
TConstruct:frypanHead:1, Каменная сковорода
TConstruct:frypanHead:2, Железная сковорода
TConstruct:frypanHead:3, Кремниевая сковорода
TConstruct:frypanHead:4, Кактусовая сковорода
TConstruct:frypanHead:5, Костяная сковорода
TConstruct:frypanHead:6, Обсидиановая сковорода
TConstruct:frypanHead:7, Сковорода из камня Нижнего мира
TConstruct:frypanHead:8, Слизневая сковорода
TConstruct:frypanHead:9, Бумажная сковорода
TConstruct:frypanHead:10, Кобальтовая сковорода
TConstruct:frypanHead:11, Ардитовая сковорода
TConstruct:frypanHead:12, Мануллиновая сковорода
TConstruct:frypanHead:13, Медная сковорода
TConstruct:frypanHead:14, Бронзовая сковорода
TConstruct:frypanHead:15, Алюмитовая сковорода
TConstruct:frypanHead:16, Стальная сковорода
TConstruct:frypanHead:17, Сковорода из синей слизи
TConstruct:frypanHead:18, Сковорода из свиного железа
TConstruct:signHead:0, Деревянная табличка
TConstruct:signHead:1, Каменная табличка
TConstruct:signHead:2, Железная табличка
TConstruct:signHead:3, Кремниевая табличка
TConstruct:signHead:4, Кактусовая табличка
TConstruct:signHead:5, Костяная табличка
TConstruct:signHead:6, Обсидиановая табличка
TConstruct:signHead:7, Табличка из камня Нижнего мира
TConstruct:signHead:8, Слизневая табличка
TConstruct:signHead:9, Бумажная табличка
TConstruct:signHead:10, Кобальтовая табличка
TConstruct:signHead:11, Ардитовая табличка
TConstruct:signHead:12, Мануллиновая табличка
TConstruct:signHead:13, Медная табличка
TConstruct:signHead:14, Бронзовая табличка
TConstruct:signHead:15, Алюмитовая табличка
TConstruct:signHead:16, Стальная табличка
TConstruct:signHead:17, Табличка из синей слизи
TConstruct:signHead:18, Табличка из свиного железа
TConstruct:chiselHead:0, Деревянное лезвие стамески
TConstruct:chiselHead:1, Каменное лезвие стамески
TConstruct:chiselHead:2, Железное лезвие стамески
TConstruct:chiselHead:3, Кремниевое лезвие стамески
TConstruct:chiselHead:4, Кактусовое лезвие стамески
TConstruct:chiselHead:5, Костяное лезвие стамески
TConstruct:chiselHead:6, Обсидиановое лезвие стамески
TConstruct:chiselHead:7, Лезвие стамески из камня Нижнего мира
TConstruct:chiselHead:8, Слизневое лезвие стамески
TConstruct:chiselHead:9, Бумажное лезвие стамески
TConstruct:chiselHead:10, Кобальтовое лезвие стамески
TConstruct:chiselHead:11, Ардитовое лезвие стамески
TConstruct:chiselHead:12, Мануллиновое лезвие стамески
TConstruct:chiselHead:13, Медное лезвие стамески
TConstruct:chiselHead:14, Бронзовое лезвие стамески
TConstruct:chiselHead:15, Алюмитовое лезвие стамески
TConstruct:chiselHead:16, Стальное лезвие стамески
TConstruct:chiselHead:17, Лезвие стамески из синей слизи
TConstruct:chiselHead:18, Лезвие стамески из свиного железа
TConstruct:scytheBlade:0, Деревянное лезвие косы
TConstruct:scytheBlade:1, Каменное лезвие косы
TConstruct:scytheBlade:2, Железное лезвие косы
TConstruct:scytheBlade:3, Кремниевое лезвие косы
TConstruct:scytheBlade:4, Кактусовое лезвие косы
TConstruct:scytheBlade:5, Костяное лезвие косы
TConstruct:scytheBlade:6, Обсидиановое лезвие косы
TConstruct:scytheBlade:7, Лезвие косы из камня Нижнего мира
TConstruct:scytheBlade:8, Слизневое лезвие косы
TConstruct:scytheBlade:9, Бумажное лезвие косы
TConstruct:scytheBlade:10, Кобальтовое лезвие косы
TConstruct:scytheBlade:11, Ардитовое лезвие косы
TConstruct:scytheBlade:12, Мануллиновое лезвие косы
TConstruct:scytheBlade:13, Медное лезвие косы
TConstruct:scytheBlade:14, Бронзовое лезвие косы
TConstruct:scytheBlade:15, Алюмитовое лезвие косы
TConstruct:scytheBlade:16, Стальное лезвие косы
TConstruct:scytheBlade:17, Лезвие косы из синей слизи
TConstruct:scytheBlade:18, Лезвие косы из свиного железа
TConstruct:broadAxeHead:0, Деревянный большой обух топора
TConstruct:broadAxeHead:1, Каменный большой обух топора
TConstruct:broadAxeHead:2, Железный большой обух топора
TConstruct:broadAxeHead:3, Кремниевый большой обух топора
TConstruct:broadAxeHead:4, Кактусовый большой обух топора
TConstruct:broadAxeHead:5, Костяной большой обух топора
TConstruct:broadAxeHead:6, Обсидиановый большой обух топора
TConstruct:broadAxeHead:7, Большой обух топора из камня Нижнего мира
TConstruct:broadAxeHead:8, Слизневый большой обух топора
TConstruct:broadAxeHead:9, Бумажный большой обух топора
TConstruct:broadAxeHead:10, Кобальтовый большой обух топора
TConstruct:broadAxeHead:11, Ардитовый большой обух топора
TConstruct:broadAxeHead:12, Мануллиновый большой обух топора
TConstruct:broadAxeHead:13, Медный большой обух топора
TConstruct:broadAxeHead:14, Бронзовый большой обух топора
TConstruct:broadAxeHead:15, Алюмитовый большой обух топора
TConstruct:broadAxeHead:16, Стальной большой обух топора
TConstruct:broadAxeHead:17, Большой обух топора из синей слизи
TConstruct:broadAxeHead:18, Большой обух топора из свиного железа
TConstruct:excavatorHead:0, Деревянная пластина копалки
TConstruct:excavatorHead:1, Каменная пластина копалки
TConstruct:excavatorHead:2, Железная пластина копалки
TConstruct:excavatorHead:3, Кремниевая пластина копалки
TConstruct:excavatorHead:4, Кактусовая пластина копалки
TConstruct:excavatorHead:5, Костяная пластина копалки
TConstruct:excavatorHead:6, Обсидиановая пластина копалки
TConstruct:excavatorHead:7, Пластина копалки из камня Нижнего мира
TConstruct:excavatorHead:8, Слизневая пластина копалки
TConstruct:excavatorHead:9, Бумажная пластина копалки
TConstruct:excavatorHead:10, Кобальтовая пластина копалки
TConstruct:excavatorHead:11, Ардитовая пластина копалки
TConstruct:excavatorHead:12, Мануллиновая пластина копалки
TConstruct:excavatorHead:13, Медная пластина копалки
TConstruct:excavatorHead:14, Бронзовая пластина копалки
TConstruct:excavatorHead:15, Алюмитовая пластина копалки
TConstruct:excavatorHead:16, Стальная пластина копалки
TConstruct:excavatorHead:17, Пластина копалки из синей слизи
TConstruct:excavatorHead:18, Пластина копалки из свиного железа
TConstruct:largeSwordBlade:0, Деревянное большое лезвие меча
TConstruct:largeSwordBlade:1, Каменное большое лезвие меча
TConstruct:largeSwordBlade:2, Железное большое лезвие меча
TConstruct:largeSwordBlade:3, Кремниевое большое лезвие меча
TConstruct:largeSwordBlade:4, Кактусовое большое лезвие меча
TConstruct:largeSwordBlade:5, Костяное большое лезвие меча
TConstruct:largeSwordBlade:6, Обсидиановое большое лезвие меча
TConstruct:largeSwordBlade:7, Большое лезвие меча из камня Нижнего мира
TConstruct:largeSwordBlade:8, Слизневое большое лезвие меча
TConstruct:largeSwordBlade:9, Бумажное большое лезвие меча
TConstruct:largeSwordBlade:10, Кобальтовое большое лезвие меча
TConstruct:largeSwordBlade:11, Ардитовое большое лезвие меча
TConstruct:largeSwordBlade:12, Мануллиновое большое лезвие меча
TConstruct:largeSwordBlade:13, Медное большое лезвие меча
TConstruct:largeSwordBlade:14, Бронзовое большое лезвие меча
TConstruct:largeSwordBlade:15, Алюмитовое большое лезвие меча
TConstruct:largeSwordBlade:16, Стальное большое лезвие меча
TConstruct:largeSwordBlade:17, Большое лезвие меча из синей слизи
TConstruct:largeSwordBlade:18, Большое лезвие меча из свиного железа
TConstruct:hammerHead:0, Деревянный боёк молота
TConstruct:hammerHead:1, Каменный боёк молота
TConstruct:hammerHead:2, Железный боёк молота
TConstruct:hammerHead:3, Кремниевый боёк молота
TConstruct:hammerHead:4, Кактусовый боёк молота
TConstruct:hammerHead:5, Костяной боёк молота
TConstruct:hammerHead:6, Обсидиановый боёк молота
TConstruct:hammerHead:7, Боёк молота из камня Нижнего мира
TConstruct:hammerHead:8, Слизневый боёк молота
TConstruct:hammerHead:9, Бумажный боёк молота
TConstruct:hammerHead:10, Кобальтовый боёк молота
TConstruct:hammerHead:11, Ардитовый боёк молота
TConstruct:hammerHead:12, Мануллиновый боёк молота
TConstruct:hammerHead:13, Медный боёк молота
TConstruct:hammerHead:14, Бронзовый боёк молота
TConstruct:hammerHead:15, Алюмитовый боёк молота
TConstruct:hammerHead:16, Стальной боёк молота
TConstruct:hammerHead:17, Боёк молота из синей слизи
TConstruct:hammerHead:18, Боёк молота из свиного железа
TConstruct:creativeModifier, Творческий модификатор инструмента
TConstruct:buckets:0, Ведро расплавленного железа
TConstruct:buckets:1, Ведро расплавленного золота
TConstruct:buckets:2, Ведро расплавленной меди
TConstruct:buckets:3, Ведро расплавленного олова
TConstruct:buckets:4, Ведро расплавленного алюминия
TConstruct:buckets:5, Ведро расплавленного кобальта
TConstruct:buckets:6, Ведро расплавленного ардита
TConstruct:buckets:7, Ведро расплавленной бронзы
TConstruct:buckets:8, Ведро расплавленной алюминиевой латуни
TConstruct:buckets:9, Ведро расплавленного мануллина
TConstruct:buckets:10, Ведро расплавленного алюмита
TConstruct:buckets:11, Ведро расплавленного обсидиана
TConstruct:buckets:12, Ведро расплавленной стали
TConstruct:buckets:13, Ведро расплавленного стекла
TConstruct:buckets:14, Ведро расплавленного обожжённого камня
TConstruct:buckets:15, Ведро сжиженного изумруда
TConstruct:buckets:16, Ведро крови
TConstruct:buckets:17, Ведро расплавленного никеля
TConstruct:buckets:18, Ведро расплавленного свинца
TConstruct:buckets:19, Ведро расплавленного серебра
TConstruct:buckets:20, Ведро расплавленной платины
TConstruct:buckets:21, Ведро расплавленного инвара
TConstruct:buckets:22, Ведро расплавленного электрума
TConstruct:buckets:23, Ведро жидкости Края
TConstruct:buckets:24, Ведро жидкой слизи
TConstruct:buckets:25, Ведро липкого клея
TConstruct:buckets:26, Ведро расплавленного свиного железа
TConstruct:buckets:27, Ведро расплавленного ламиума
TConstruct:buckets:28, Ведро расплавленного синала
TConstruct:buckets:29, Ведро расплавленного мифрила
TConstruct:buckets:30, Ведро расплавленного эндериума
TConstruct:buckets:31, Ведро расплавленного кварца
TConstruct:metalPattern:0, Слепок слитка
TConstruct:metalPattern:1, Слепок стержня
TConstruct:metalPattern:2, Слепок обуха кирки
TConstruct:metalPattern:3, Слепок штыка лопаты
TConstruct:metalPattern:4, Слепок обуха топора
TConstruct:metalPattern:5, Слепок лезвия меча
TConstruct:metalPattern:6, Слепок широкой гарды
TConstruct:metalPattern:7, Слепок малой гарды
TConstruct:metalPattern:8, Слепок поперечной гарды
TConstruct:metalPattern:9, Слепок крепления
TConstruct:metalPattern:10, Слепок сковороды
TConstruct:metalPattern:11, Слепок широкой таблички
TConstruct:metalPattern:12, Слепок лезвия ножа
TConstruct:metalPattern:13, Слепок лезвия стамески
TConstruct:metalPattern:14, Слепок прочного стержня
TConstruct:metalPattern:15, Слепок прочного крепления
TConstruct:metalPattern:16, Слепок большой пластины
TConstruct:metalPattern:17, Слепок большого обуха топора
TConstruct:metalPattern:18, Слепок лезвия косы
TConstruct:metalPattern:19, Слепок пластины копалки
TConstruct:metalPattern:20, Слепок большого лезвия
TConstruct:metalPattern:21, Слепок бойка молота
TConstruct:metalPattern:22, Слепок полной гарды
TConstruct:metalPattern:25, Слепок наконечника
TConstruct:metalPattern:26, Слепок драгоценного камня
TConstruct:metalPattern:27, Слепок самородка
TConstruct:clayPattern:0, Ingot Clay Cast
TConstruct:clayPattern:1, Tool Rod Clay Cast
TConstruct:clayPattern:2, Pickaxe Head Clay Cast
TConstruct:clayPattern:3, Shovel Head Clay Cast
TConstruct:clayPattern:4, Axe Head Clay Cast
TConstruct:clayPattern:5, Sword Blade Clay Cast
TConstruct:clayPattern:6, Wide Guard Clay Cast
TConstruct:clayPattern:7, Hand Guard Clay Cast
TConstruct:clayPattern:8, Crossbar Clay Cast
TConstruct:clayPattern:9, Tool Binding Clay Cast
TConstruct:clayPattern:10, Pan Clay Cast
TConstruct:clayPattern:11, Wide Board Clay Cast
TConstruct:clayPattern:12, Knife Blade Clay Cast
TConstruct:clayPattern:13, Chisel Head Clay Cast
TConstruct:clayPattern:22, Full Guard Clay Cast
TConstruct:clayPattern:25, Arrowhead Clay Cast
TConstruct:clayPattern:26, Gem Clay Cast
TConstruct:clayPattern:27, Nugget Clay Cast
TConstruct:diamondApple:0, Драгоценное яблоко
TConstruct:jerky:0, Вяленая говядина
TConstruct:jerky:1, Вяленая курятина
